idx,seq,group,emerg,weight,new_value,relocation,loc_x,loc_y,loc_z,size(ft)
1,1.0,0,0,23.17,23.17,1,1,0,0,20
2,2.0,0,0,16.27,16.27,1,1,0,1,20
3,3.0,0,0,12.31,12.31,1,4,0,0,20
4,4.0,0,0,15.01,15.01,1,5,0,0,20
5,5.0,0,0,13.24,13.24,2,3,0,2,20
6,6.0,0,0,8.75,8.75,1,2,0,0,20
7,7.0,0,0,11.14,11.14,1,3,0,0,20
8,8.0,0,0,8.31,8.31,1,1,0,2,20
9,9.0,0,0,11.51,11.51,1,3,0,1,20
10,10.0,0,0,23.74,23.74,2,5,0,2,20
11,11.0,0,0,17.74,17.74,1,6,0,0,20
12,12.0,0,0,11.93,11.93,2,2,0,3,20
13,13.0,0,0,11.74,11.74,2,1,0,4,20
14,14.0,0,0,9.99,9.99,1,2,0,1,20
15,15.0,0,0,8.33,8.33,1,1,0,3,20
16,16.0,0,0,14.54,14.54,1,4,0,1,20
17,17.0,0,0,23.6,23.6,1,6,0,1,20
18,18.0,0,0,19.21,19.21,1,5,0,1,20
19,19.0,0,0,10.71,10.71,1,2,0,2,20
20,20.0,0,0,13.78,13.78,1,2,0,4,20
21,21.0,0,0,5.73,5.73,1,3,0,3,20
22,22.0,0,0,11.13,11.13,1,3,0,4,20
23,23.0,0,0,23.9,23.9,2,4,0,4,20
24,24.0,0,0,19.55,19.55,1,4,0,2,20
25,25.0,0,0,20.7,20.7,1,4,0,3,20
